"PROJECT_ID","PROJECT_NAME","SUBPROJECT_ID","SUBPROJECT_NAME","RESPONSE_UID","QUESTIONNAIREEVENT_ID","QUESTION_NUMBER","QUESTION_TEXT","INDICATOR","MILESTONE_ID","MILESTONE_DESC","PROGRAMTYPE_ID","PROGRAM_NAME","PROGRAM_DESC","DESIGN_TEAM","DESIGNSTRATEGY_DESC","DISTRICT","DIVISION","RESPONSE","RESPONSEVALUE","RESPONSECLASS","RESPONSECLASS_DESC"
55,"Morganza to the Gulf, LA (Hurricane Protection)",62,"MTG08 WP 403166 - Reach J-2 P&S",1627,282,25,"Have all critical graphics/plans gone through a rigorous QC process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",62,"MTG08 WP 403166 - Reach J-2 P&S",1629,282,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",62,"MTG08 WP 403166 - Reach J-2 P&S",1630,282,31,"Does the design adequately accomplish the project scope, intent, and functional and technical objectives as defined in the current Project Management Plan (PMP)?","Scope",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",62,"MTG08 WP 403166 - Reach J-2 P&S",1631,282,32,"Did the deliverable meet established design milestone expectations?","QA",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",62,"MTG08 WP 403166 - Reach J-2 P&S",1632,282,33,"Is the design maturity sufficient to generate the required Class of estimate for this milestone? (Class 3 at 35%, Class 2 at 65%, and Class 1 at 95%/100%)","Cost",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1658,226,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1659,226,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1659,226,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QA",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1659,226,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1660,226,4,"Does the design team have sufficient relevant design experience with projects of similar scope and complexity?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1661,226,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1662,226,6,"Do the design and review team members have capacity to actively support  the project?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1663,226,7,"Have the relevant Mandatory Centers of Expertise (MCX), Technical Centers of Expertise (TCX), and/or Centers of Standardization (COS) been identified and engaged on the project?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1664,226,13,"Have lessons learned been evaluated and incorporated into the design?","Scope",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1665,226,15,"Does the project schedule include all standard practice design milestones?","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1666,226,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1667,226,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1667,226,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QA",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1667,226,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1668,226,21,"Does the project have a current, approved project-specific Quality Management Plan (QMP)/Review Plan (RP)?","QA",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1668,226,21,"Does the project have a current, approved project-specific Quality Management Plan (QMP)/Review Plan (RP)?","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1669,226,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1670,226,22,"Did District Quality Control (DQC) occur prior, and not concurrent with, to the Independent Technical Review (ITR)/Agency Technical Review (ATR)/Biddability, Constructability, Operability, Environmental and Sustainability (BCOES) Review?","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","No",0,"Negative","Response Valued < 0.50"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1671,226,23,"Was the Quality Management Plan (QMP)/Review Plan (RP) followed for this review milestone?","QA",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1671,226,23,"Was the Quality Management Plan (QMP)/Review Plan (RP) followed for this review milestone?","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1672,226,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","No",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1673,226,35,"Was the project budget verified with a Cost Schedule Risk Analysis (CSRA) at concept design (i.e., 35%)?","Cost",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1674,226,34,"Does the project have a current risk register?","QA",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1675,226,33,"Is the design maturity sufficient to generate the required Class of estimate for this milestone? (Class 3 at 35%, Class 2 at 65%, and Class 1 at 95%/100%)","Cost",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1676,226,32,"Did the deliverable meet established design milestone expectations?","QA",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1677,226,31,"Does the design adequately accomplish the project scope, intent, and functional and technical objectives as defined in the current Project Management Plan (PMP)?","Scope",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1678,226,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1679,226,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","Confidence",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","High",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1680,226,24,"Have all computations gone through a rigorous Quality Control (QC) process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1681,226,19,"Does the project schedule include sufficient time to complete permitting process(es)?","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1682,226,25,"Have all critical graphics/plans gone through a rigorous QC process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1684,284,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1685,284,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1686,284,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1686,284,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
